127.0.0.1 - - [03/Oct/2021:18:53:24 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:25 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1936
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:25 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 200 15424
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:25 +0530] "GET /HelpDeskDemo/animation.css HTTP/1.1" 200 3224
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:25 +0530] "GET /HelpDeskDemo/images/bubble.png HTTP/1.1" 200 160282
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:25 +0530] "GET /HelpDeskDemo/images/back.jpg HTTP/1.1" 200 85026
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:50 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:50 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:53:59 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3021
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/register.css HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/menu.png HTTP/1.1" 200 336
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/fb.png HTTP/1.1" 200 1452
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/ig.png HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/tw.png HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/share.png HTTP/1.1" 200 1806
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:17 +0530] "GET /HelpDeskDemo/images/info.png HTTP/1.1" 200 1762
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/register.css HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 200 15424
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/menu.png HTTP/1.1" 200 336
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/ig.png HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/fb.png HTTP/1.1" 200 1452
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/tw.png HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/share.png HTTP/1.1" 200 1806
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/info.png HTTP/1.1" 200 1762
